Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Ticker,Name,Category,Currency
2009-05-01 00:00:00+10:00,28.96696090698242,28.96696090698242,28.96696090698242,28.966960906982422,0,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-04 00:00:00+10:00,28.96696090698242,28.96696090698242,28.96696090698242,28.966960906982422,0,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-05 00:00:00+10:00,29.03508567810059,29.03508567810059,29.03508567810059,29.035085678100586,0,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-06 00:00:00+10:00,28.857933044433597,28.857933044433597,28.857933044433597,28.857933044433594,0,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-07 00:00:00+10:00,29.41941452026367,29.41941452026367,29.41941452026367,29.419414520263672,0,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-08 00:00:00+10:00,29.326141157538054,29.430422360014727,29.30296927587892,29.320348739624023,915,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-11 00:00:00+10:00,29.43043011246548,29.43043011246548,29.31456183363615,29.33194351196289,826,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-12 00:00:00+10:00,29.2971841837294,29.2971841837294,28.96116858527251,29.140762329101562,7032,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-13 00:00:00+10:00,29.187101655542808,29.187101655542808,28.856878577262805,28.874258041381836,4531,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-14 00:00:00+10:00,28.300712440826857,28.300712440826857,27.97048935058203,28.126911163330078,1511,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-15 00:00:00+10:00,28.387612215872814,28.387612215872814,28.294918060302738,28.294918060302734,7527,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-18 00:00:00+10:00,28.22541268190328,28.22541268190328,27.95312249136636,28.080577850341797,1188,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-19 00:00:00+10:00,28.376024663231767,28.735214233398434,28.376024663231767,28.735214233398438,6700,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-20 00:00:00+10:00,28.520870685136593,28.57301130543864,28.520870685136593,28.561424255371094,1035,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-21 00:00:00+10:00,28.50348883274475,28.520868301391598,28.50348883274475,28.5208683013916,1100,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-22 00:00:00+10:00,28.225406938421134,28.347067641775507,28.225406938421134,28.242786407470703,2845,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-25 00:00:00+10:00,28.387622647453174,28.43397084727125,28.068986508717217,28.202234268188477,3060,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-26 00:00:00+10:00,28.242779901540825,28.242779901540825,28.063183992719622,28.184846878051758,1135,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-27 00:00:00+10:00,28.712046508028305,28.775771952440063,28.619352340698242,28.619352340698242,4460,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-28 00:00:00+10:00,28.27175063813788,28.27175063813788,28.115328799338332,28.196435928344727,8603,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-05-29 00:00:00+10:00,28.509283252275477,28.69467163085937,28.41658906298353,28.694671630859375,17067,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-06-01 00:00:00+10:00,28.793158260411758,29.250836752111315,28.65991051156321,29.19869613647461,10524,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-06-02 00:00:00+10:00,29.546299364900445,29.807002448356187,29.546299364900445,29.75486183166504,8267,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-06-03 00:00:00+10:00,29.75485071937187,30.11983489990234,29.75485071937187,30.119834899902344,3889,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-06-04 00:00:00+10:00,30.299438908484895,30.299438908484895,29.60423144505812,29.67375373840332,7999,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-06-05 00:00:00+10:00,29.917074014516253,30.183569499013426,29.81279278840805,29.89389991760254,19588,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-06-09 00:00:00+10:00,30.11985289252044,30.11985289252044,29.835975646972653,29.835975646972656,1749,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-06-10 00:00:00+10:00,30.14881334690907,30.357375818379438,30.14881334690907,30.322614669799805,8767,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-06-11 00:00:00+10:00,30.32260707996838,30.536961917546556,30.32260707996838,30.5022029876709,5374,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
2009-06-12 00:00:00+10:00,30.594914503291367,30.68760871887207,30.473251549713094,30.68760871887207,3571,0.0,0.0,0.0,VAS.AX,Vanguard Australian Shares Index ETF,Unknown,AUD
