Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Name,Category,Currency
2012-11-22 00:00:00+11:00,3.3698258399963374,3.3698258399963374,3.3698258399963374,3.369825839996338,0,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-11-23 00:00:00+11:00,3.372312068939209,3.372312068939209,3.372312068939209,3.372312068939209,0,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-11-26 00:00:00+11:00,3.38712477684021,3.38712477684021,3.3837879498373793,3.38712477684021,9500,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-11-27 00:00:00+11:00,3.413822097772257,3.413822097772257,3.4004738319077155,3.403810977935791,44103,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-11-28 00:00:00+11:00,3.407147169113159,3.407147169113159,3.3971360520823017,3.407147169113159,10150,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-11-29 00:00:00+11:00,3.4104844704705566,3.437180995941162,3.4104844704705566,3.437180995941162,30380,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-11-30 00:00:00+11:00,3.450528382348066,3.450528382348066,3.440517267401027,3.4438540935516357,15600,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-12-03 00:00:00+11:00,3.450529098271813,3.457203070205368,3.450529098271813,3.4538662433624268,16600,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-12-04 00:00:00+11:00,3.4505292586764647,3.4538664039222122,3.437180995941162,3.437180995941162,55222,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-12-05 00:00:00+11:00,3.4605394982046755,3.4605394982046755,3.4405172683053347,3.450528383255005,51522,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-12-06 00:00:00+11:00,3.457203070205368,3.457203070205368,3.4471919531811994,3.4538662433624268,27632,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-12-07 00:00:00+11:00,3.4605415604249545,3.473889827728272,3.4605415604249545,3.4738898277282715,41865,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-12-10 00:00:00+11:00,3.4772272145321845,3.480564361150694,3.467216092924475,3.470552921295166,54846,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-12-11 00:00:00+11:00,3.4772262573242183,3.4805634030240813,3.4772262573242183,3.4772262573242188,44056,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-12-12 00:00:00+11:00,3.490573803712299,3.493910948725565,3.480562686920166,3.480562686920166,54548,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-12-13 00:00:00+11:00,3.490573803712299,3.490573803712299,3.473888396893634,3.480562686920166,91796,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-12-14 00:00:00+11:00,3.483900547027588,3.4872376930306674,3.473889427266108,3.483900547027588,12999,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-12-17 00:00:00+11:00,3.483900948643811,3.483900948643811,3.4705526813404934,3.4738898277282715,30206,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-12-18 00:00:00+11:00,3.4905736446475695,3.4939107895087624,3.4872364997863765,3.487236499786377,57124,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-12-19 00:00:00+11:00,3.4972492866272202,3.507260725992888,3.490575311964577,3.4939124584198,61653,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-12-20 00:00:00+11:00,3.4905749128941173,3.5005860328674316,3.4839006207467302,3.5005860328674316,18446,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-12-21 00:00:00+11:00,3.530619711035141,3.530619711035141,3.4972488867937384,3.5005860328674316,33521,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
2012-12-24 00:00:00+11:00,3.5105968307692237,3.517270803451538,3.5105968307692237,3.517270803451538,2420,0.0,0.0,YMAX.AX,Betashares Australian Top 20 Equities Yield Maximiser Complex ETF,Unknown,AUD
