Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Ticker,Name,Category,Currency
2008-01-02 00:00:00+11:00,44.415687561035156,44.415687561035156,44.415687561035156,44.415687561035156,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-03 00:00:00+11:00,44.018516540527344,44.018516540527344,44.018516540527344,44.018516540527344,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-04 00:00:00+11:00,43.7236213684082,43.7236213684082,43.7236213684082,43.7236213684082,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-07 00:00:00+11:00,43.637481689453125,43.637481689453125,43.637481689453125,43.637481689453125,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-08 00:00:00+11:00,43.24639892578125,43.24639892578125,43.24639892578125,43.24639892578125,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-09 00:00:00+11:00,43.73679733276367,43.73679733276367,43.73679733276367,43.73679733276367,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-10 00:00:00+11:00,43.49888229370117,43.49888229370117,43.49888229370117,43.49888229370117,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-11 00:00:00+11:00,42.761383056640625,42.761383056640625,42.761383056640625,42.761383056640625,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-14 00:00:00+11:00,42.800514221191406,42.800514221191406,42.800514221191406,42.800514221191406,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-15 00:00:00+11:00,41.9306526184082,41.9306526184082,41.9306526184082,41.9306526184082,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-16 00:00:00+11:00,40.764320373535156,40.764320373535156,40.764320373535156,40.764320373535156,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-17 00:00:00+11:00,39.86483383178711,39.86483383178711,39.86483383178711,39.86483383178711,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-18 00:00:00+11:00,40.288818359375,40.288818359375,40.288818359375,40.288818359375,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-21 00:00:00+11:00,40.09332275390625,40.09332275390625,40.09332275390625,40.09332275390625,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-22 00:00:00+11:00,38.53739929199219,38.53739929199219,38.53739929199219,38.53739929199219,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-23 00:00:00+11:00,39.15634536743164,39.15634536743164,39.15634536743164,39.15634536743164,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-24 00:00:00+11:00,39.40663528442383,39.40663528442383,39.40663528442383,39.40663528442383,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-25 00:00:00+11:00,39.69232940673828,39.69232940673828,39.69232940673828,39.69232940673828,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-29 00:00:00+11:00,39.558876037597656,39.558876037597656,39.558876037597656,39.558876037597656,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-30 00:00:00+11:00,39.09607696533203,39.09607696533203,39.09607696533203,39.09607696533203,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
2008-01-31 00:00:00+11:00,39.2188606262207,39.2188606262207,39.2188606262207,39.2188606262207,0,0.0,0.0,0.0,IEM.AX,iShares MSCI Emerging Markets ETF (AU),Unknown,AUD
